,,,,,,,,,,,,,,,
,GB1,12/12/2012,8.69,9.09,72,NS,23,NS,4.0,,,,,,
,J1,12/12/2012,10.08,10.61,11,NS,3,NS,3.5,,,,,,
,J10,12/12/2012,11.50,11.47,54,NS,1,NS,4.0,,,,,,
,J11,12/12/2012,9.09,8.75,227,NS,22,NS,6.0,,,,,,
,J12,12/12/2012,12.05,10.08,15,NS,1,NS,5.5,,,,,,
,J2,12/12/2012,10.54,10.65,36,NS,3,NS,4.0,,,,,,
,J3,12/12/2012,10.23,11.32,176,NS,1,NS,5.0,,,,,,
,J5,12/12/2012,11.66,11.21,14,NS,1,NS,4.0,,,,,,
,J7,12/12/2012,10.64,10.22,220,NS,16,NS,5.0,,,,,,
,J8,12/12/2012,10.80,10.72,168,NS,4,NS,5.0,,,,,,
,J9A,12/12/2012,10.57,10.58,196,NS,22,NS,4.0,,,,,,
,N16,12/12/2012,9.37,9.50,11,NS,2,NS,3.0,,,,,,
,N9,12/12/2012,9.24,9.78,33,NS,5,NS,3.0,,,,,,
,N9A,12/12/2012,10.00,NS,9,NS,2,NS,3.5,,,,,,
,PB2,12/12/2012,15.11,NS,22,NS,3,NS,3.0,,,,,,
,PB3,12/12/2012,13.66,NS,72,NS,9,NS,4.0,,,,,,
,SP2,12/12/2012,10.39,NS,204,NS,4,NS,5.0,,,,,,
,G2,12/11/2012,8.87,8.20,45,NS,16,NS,2.5,,,,,,
,K1,12/11/2012,8.88,8.75,42,NS,12,NS,2.0,,,,,,
,K2,12/11/2012,8.90,8.81,44,NS,18,NS,2.0,,,,,,
,K3,12/11/2012,8.86,8.97,72,NS,28,NS,2.5,,,,,,
,K4,12/11/2012,8.66,8.56,84,NS,16,NS,3.0,,,,,,
,K5,12/11/2012,9.67,9.82,31,NS,28,NS,2.5,,,,,,
,K5A,12/11/2012,10.41,10.18,64,NS,26,NS,2.5,,,,,,
,K6,12/11/2012,10.99,10.85,8,NS,8,NS,2.5,,,,,,
,N6,12/11/2012,8.88,8.64,78,NS,32,NS,2.0,,,,,,
,N7,12/11/2012,9.03,8.66,50,NS,28,NS,3.0,,,,,,
,N8,12/11/2012,8.89,8.78,40,NS,20,NS,2.5,,,,,,
,NC0,12/11/2012,5.45,5.70,300,550,460,380,4.0,,,,,,
,NC1,12/11/2012,6.16,6.36,600,270,240,130,4.5,,,,,,
,NC2,12/11/2012,6.48,6.68,460,250,340,180,5.5,,,,,,
,NC3,12/11/2012,7.51,7.56,730,380,250,190,4.5,,,,,,
,AC1,12/10/2012,8.71,NS,2500,NS,2000,NS,NS,,,,,,
,BR1,12/10/2012,9.65,NS,3000,NS,4700,NS,NS,,,,,,
,BR5,12/10/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,E10,12/10/2012,9.63,9.24,1,NS,2,NS,7.0,,,,,,
,E11,12/10/2012,9.63,NS,14,NS,6,NS,5.5,,,,,,
,E14,12/10/2012,8.85,9.01,31,NS,28,NS,5.0,,,,,,
,E15,12/10/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,E2,12/10/2012,8.99,8.74,97,NS,72,NS,4.5,,,,,,
,E4,12/10/2012,NS,9.00,78,NS,44,NS,NS,,,,,,
,E6,12/10/2012,8.67,8.73,2000,NS,800,NS,5.0,,,,,,
,E7,12/10/2012,9.32,9.19,48,NS,12,NS,5.0,,,,,,
,E8,12/10/2012,9.37,9.23,25,NS,14,NS,6.5,,,,,,
,HC1,12/10/2012,7.18,NS,340,NS,60,NS,NS,,,,,,
,HC2,12/10/2012,8.41,NS,10,NS,10,NS,NS,,,,,,
,LN1,12/10/2012,9.27,NS,184,NS,108,NS,3.5,,,,,,
,N1,12/10/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,SP1,12/10/2012,9.43,NS,63,NS,100,NS,NS,,,,,,
,CIC2,12/06/2012,8.90,8.85,24000,NS,96,NS,NS,,,,,,
,F5,12/06/2012,NS,NS,13,NS,2,NS,NS,,,,,,
,GC3,12/06/2012,5.10,5.10,3200,3000,28,50,NS,,,,,,
,GC4,12/06/2012,5.50,5.22,14650,27850,12,32,NS,,,,,,
,GC5,12/06/2012,7.55,5.78,1300,11700,8,32,NS,,,,,,
,GC6,12/06/2012,8.42,5.96,128,2500,8,80,NS,,,,,,
,J14,12/06/2012,NS,NS,18,NS,18,NS,NS,,,,,,
,J16,12/06/2012,NS,NS,2,NS,4,NS,NS,,,,,,
,BB2,12/05/2012,9.07,NS,19000,NS,160,NS,2.0,,,,,,
,BB4,12/05/2012,10.49,10.22,200,NS,2,NS,5.0,,,,,,
,CIC3,12/05/2012,9.31,9.25,45,NS,13,NS,4.5,,,,,,
,GB1,12/05/2012,9.44,9.41,24,NS,7,NS,4.0,,,,,,
,J1,12/05/2012,10.04,9.74,5,NS,4,NS,6.0,,,,,,
,J10,12/05/2012,10.30,11.05,7,NS,1,NS,5.0,,,,,,
,J11,12/05/2012,10.59,11.25,324,NS,31,NS,5.0,,,,,,
,J12,12/05/2012,11.02,10.94,220,NS,1,NS,4.0,,,,,,
,J2,12/05/2012,10.05,9.76,3,NS,2,NS,3.5,,,,,,
,J3,12/05/2012,10.84,10.12,22,NS,3,NS,5.0,,,,,,
,J5,12/05/2012,11.66,11.41,10,NS,2,NS,4.5,,,,,,
,J7,12/05/2012,10.33,9.70,196,NS,2,NS,5.0,,,,,,
,J8,12/05/2012,9.99,10.46,38,NS,2,NS,6.0,,,,,,
,J9A,12/05/2012,11.01,10.57,13,NS,2,NS,4.0,,,,,,
,N16,12/05/2012,9.26,10.14,1,NS,1,NS,4.0,,,,,,
,N9,12/05/2012,9.64,10.33,23,NS,6,NS,4.5,,,,,,
,N9A,12/05/2012,9.63,9.75,5,NS,1,NS,5.5,,,,,,
,PB2,12/05/2012,12.44,12.27,6,NS,3,NS,2.0,,,,,,
,PB3,12/05/2012,12.38,NS,40,NS,2,NS,4.0,,,,,,
,SP2,12/05/2012,11.18,NS,32,NS,1,NS,5.0,,,,,,
,G2,12/04/2012,9.43,9.32,420,NS,30,NS,NS,,,,,,
,K1,12/04/2012,9.18,9.07,2,NS,4,NS,3.0,,,,,,
,K2,12/04/2012,9.43,9.50,15,NS,3,NS,4.0,,,,,,
,K3,12/04/2012,8.64,8.97,18,NS,4,NS,3.0,,,,,,
,K4,12/04/2012,9.24,8.75,8,NS,3,NS,5.0,,,,,,
,K5,12/04/2012,10.55,10.22,13,NS,2,NS,3.5,,,,,,
,K5A,12/04/2012,11.15,10.81,8,NS,4,NS,4.0,,,,,,
,K6,12/04/2012,9.76,10.21,7,NS,1,NS,4.0,,,,,,
,N6,12/04/2012,10.06,9.22,8,NS,1,NS,NS,,,,,,
,N7,12/04/2012,9.21,10.48,8,NS,2,NS,4.0,,,,,,
,N8,12/04/2012,9.66,9.84,7,NS,3,NS,5.0,,,,,,
,NC0,12/04/2012,7.80,7.50,144,216,92,84,5.0,,,,,,
,NC1,12/04/2012,11.09,8.94,17,22,12,20,3.0,,,,,,
,NC2,12/04/2012,10.38,10.30,33,17,20,24,3.0,,,,,,
,NC3,12/04/2012,10.15,9.91,8,8,16,4,3.0,,,,,,
,E14,12/03/2012,8.98,NS,6,NS,5,NS,NS,,,,,,
,E2,12/03/2012,9.10,NS,20,NS,20,NS,NS,,,,,,
,E4,12/03/2012,8.92,NS,15,NS,9,NS,NS,,,,,,
,E6,12/03/2012,9.08,NS,2,NS,1,NS,NS,,,,,,
,E7,12/03/2012,9.12,NS,6,NS,1,NS,NS,,,,,,
,E8,12/03/2012,9.26,NS,7,NS,6,NS,NS,,,,,,
,N1,12/03/2012,10.57,NS,62,NS,5,NS,NS,,,,,,
,N3B,12/03/2012,10.23,NS,79,NS,17,NS,NS,,,,,,
,N4,12/03/2012,9.87,NS,90,NS,18,NS,NS,,,,,,
,N5,12/03/2012,9.44,NS,34,NS,10,NS,NS,,,,,,
,F5,11/28/2012,9.63,NS,600,NS,56,NS,NS,,,,,,
,J14,11/28/2012,10.76,NS,6,NS,4,NS,NS,,,,,,
,J16,11/28/2012,10.52,NS,19,NS,4,NS,NS,,,,,,
,CIC2,11/27/2012,6.65,NS,37000,NS,84,NS,NS,,,,,,
,GC3,11/27/2012,4.70,6.30,27,73,92,80,NS,,,,,,
,GC4,11/27/2012,5.32,6.98,23,84,72,88,NS,,,,,,
,GC5,11/27/2012,5.41,6.78,46,120,108,100,NS,,,,,,
,GC6,11/27/2012,5.11,7.79,84,31,124,36,NS,,,,,,
,AC1,11/26/2012,9.27,NS,80,NS,40,NS,NS,,,,,,
,BR1,11/26/2012,11.31,NS,348,NS,88,NS,NS,,,,,,
,BR3,11/26/2012,8.47,NS,46,NS,52,NS,NS,,,,,,
,HC1,11/26/2012,7.49,NS,2,NS,2,NS,NS,,,,,,
,HC2,11/26/2012,7.85,NS,19,NS,10,NS,NS,,,,,,
,SP1,11/26/2012,10.22,NS,18,NS,24,NS,NS,,,,,,
,G2,11/20/2012,8.26,7.87,18,NS,1,NS,5.5,,,,,,
,K1,11/20/2012,8.55,8.26,12,NS,4,NS,3.5,,,,,,
,K2,11/20/2012,8.53,8.17,5,NS,1,NS,3.0,,,,,,
,K3,11/20/2012,8.13,7.87,8,NS,14,NS,4.0,,,,,,
,K4,11/20/2012,8.34,8.38,5,NS,2,NS,4.0,,,,,,
,K5,11/20/2012,9.39,8.99,10,NS,1,NS,4.0,,,,,,
,K5A,11/20/2012,9.50,9.30,7,NS,3,NS,4.5,,,,,,
,K6,11/20/2012,8.87,8.68,2,NS,1,NS,4.0,,,,,,
,N6,11/20/2012,8.87,8.50,5,NS,2,NS,4.0,,,,,,
,N7,11/20/2012,8.63,8.48,15,NS,1,NS,4.0,,,,,,
,N8,11/20/2012,9.25,8.34,9,NS,1,NS,4.0,,,,,,
,NC0,11/20/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,NC1,11/20/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,NC2,11/20/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,NC3,11/20/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,BR5,11/19/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,E10,11/19/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,E11,11/19/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,E14,11/19/2012,8.37,8.43,6,NS,2,NS,2.5,,,,,,
,E15,11/19/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,E2,11/19/2012,8.24,8.20,17,NS,1,NS,3.0,,,,,,
,E4,11/19/2012,8.13,8.39,20,NS,5,NS,2.0,,,,,,
,E6,11/19/2012,8.41,8.46,5,NS,1,NS,2.5,,,,,,
,E7,11/19/2012,8.53,8.66,5,NS,7,NS,3.0,,,,,,
,E8,11/19/2012,8.77,8.61,9,NS,3,NS,3.5,,,,,,
,F5,11/19/2012,8.93,NS,60,NS,6,NS,NS,,,,,,
,FB1,11/19/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,FLC1,11/19/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,FLC2,11/19/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,H3,11/19/2012,9.47,9.34,47,NS,13,NS,1.5,,,,,,
,J1,11/19/2012,8.78,NS,3,NS,1,NS,NS,,,,,,
,J14,11/19/2012,9.70,NS,5,NS,4,NS,NS,,,,,,
,J16,11/19/2012,9.05,NS,6,NS,2,NS,NS,,,,,,
,J2,11/19/2012,9.17,NS,5,NS,1,NS,NS,,,,,,
,J5,11/19/2012,8.95,NS,6,NS,1,NS,NS,,,,,,
,LN1,11/19/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,N1,11/19/2012,9.10,8.33,26,NS,1,NS,2.5,,,,,,
,N3B,11/19/2012,8.61,8.13,22,NS,10,NS,2.0,,,,,,
,N4,11/19/2012,8.48,8.12,38,NS,3,NS,1.5,,,,,,
,N5,11/19/2012,8.67,8.20,23,NS,1,NS,3.0,,,,,,
,N9,11/19/2012,8.63,NS,36,NS,1,NS,NS,,,,,,
,N9A,11/19/2012,8.83,NS,1,NS,1,NS,NS,,,,,,
,BB2,11/15/2012,4.80,NS,43000,NS,1720,NS,3.0,,,,,,
,BB4,11/15/2012,7.15,7.31,1000,NS,14,NS,5.0,,,,,,
,CIC3,11/15/2012,7.84,8.17,1000,NS,30,NS,5.0,,,,,,
,GB1,11/15/2012,8.61,8.46,14,NS,6,NS,2.0,,,,,,
,J1,11/15/2012,8.68,8.45,2,NS,1,NS,3.0,,,,,,
,J10,11/15/2012,8.46,8.66,7,NS,1,NS,4.5,,,,,,
,J11,11/15/2012,8.14,8.11,36,NS,3,NS,5.0,,,,,,
,J12,11/15/2012,7.55,7.76,33,NS,1,NS,7.5,,,,,,
,J2,11/15/2012,8.60,8.72,10,NS,2,NS,3.5,,,,,,
,J3,11/15/2012,8.30,7.76,115,NS,1,NS,5.0,,,,,,
,J5,11/15/2012,8.58,8.69,6,NS,1,NS,8.0,,,,,,
,J7,11/15/2012,8.07,8.04,240,NS,1,NS,3.0,,,,,,
,J8,11/15/2012,7.86,8.00,176,NS,4,NS,4.5,,,,,,
,J9A,11/15/2012,8.30,8.28,124,NS,3,NS,5.0,,,,,,
,N16,11/15/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,N9,11/15/2012,7.87,8.32,6,NS,8,NS,1.0,,,,,,
,N9A,11/15/2012,8.26,8.55,7,NS,2,NS,1.5,,,,,,
,PB2,11/15/2012,6.93,7.78,31,NS,10,NS,8.0,,,,,,
,PB3,11/15/2012,8.37,NS,14,NS,2,NS,7.5,,,,,,
,SP2,11/15/2012,8.62,NS,236,NS,3,NS,3.5,,,,,,
,G2,11/14/2012,7.73,7.97,32,NS,9,NS,6.0,,,,,,
,K1,11/14/2012,7.84,8.16,20,NS,5,NS,3.5,,,,,,
,K2,11/14/2012,7.12,7.14,40,NS,10,NS,3.5,,,,,,
,K3,11/14/2012,8.42,7.71,164,NS,44,NS,3.0,,,,,,
,K4,11/14/2012,7.07,7.23,132,NS,45,NS,3.0,,,,,,
,K5,11/14/2012,8.52,8.35,24,NS,7,NS,2.0,,,,,,
,K5A,11/14/2012,8.63,8.80,82,NS,23,NS,2.0,,,,,,
,K6,11/14/2012,8.85,9.42,5,NS,1,NS,3.0,,,,,,
,N6,11/14/2012,8.12,8.21,52,NS,20,NS,1.5,,,,,,
,N7,11/14/2012,8.26,8.34,45,NS,15,NS,3.5,,,,,,
,N8,11/14/2012,9.48,8.63,22,NS,5,NS,3.5,,,,,,
,NC0,11/14/2012,0.24,0.19,590,800,373,435,2.0,,,,,,
,NC1,11/14/2012,5.16,5.27,42,39,36,52,4.5,,,,,,
,NC2,11/14/2012,6.32,6.03,53,56,56,72,4.5,,,,,,
,NC3,11/14/2012,7.02,7.31,58,42,28,56,4.0,,,,,,
,BR5,11/13/2012,8.40,NS,80,NS,46,NS,2.5,,,,,,
,E10,11/13/2012,9.11,9.05,1,NS,2,NS,5.0,,,,,,
,E11,11/13/2012,8.90,NS,5,NS,1,NS,3.5,,,,,,
,E14,11/13/2012,8.61,8.61,19,NS,12,NS,3.5,,,,,,
,E15,11/13/2012,8.66,8.55,44,NS,6,NS,3.5,,,,,,
,E2,11/13/2012,8.18,8.20,23,NS,13,NS,2.0,,,,,,
,E4,11/13/2012,8.68,8.49,11,NS,7,NS,2.0,,,,,,
,E6,11/13/2012,8.69,8.51,3,NS,4,NS,4.0,,,,,,
,E7,11/13/2012,8.91,8.99,2,NS,3,NS,2.5,,,,,,
,E8,11/13/2012,8.79,9.01,5,NS,4,NS,4.0,,,,,,
,FB1,11/13/2012,8.53,8.69,39,NS,5,NS,3.0,,,,,,
,FLC1,11/13/2012,7.25,7.29,600,NS,106,NS,3.5,,,,,,
,FLC2,11/13/2012,7.96,8.08,2500,NS,52,NS,4.0,,,,,,
,H3,11/13/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,LN1,11/13/2012,9.21,NS,10,NS,1,NS,4.0,,,,,,
,N1,11/13/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,N3B,11/13/2012,8.80,8.63,64,NS,24,NS,1.0,,,,,,
,N4,11/13/2012,8.37,8.40,102,NS,37,NS,1.0,,,,,,
,N5,11/13/2012,8.15,8.09,88,NS,31,NS,1.0,,,,,,
,BR5,11/10/2012,8.56,NS,136,NS,60,NS,3.0,,,,,,
,E10,11/10/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,E11,11/10/2012,9.55,NS,64,NS,34,NS,3.0,,,,,,
,E14,11/10/2012,9.29,8.72,46,NS,12,NS,4.0,,,,,,
,E15,11/10/2012,8.30,8.43,690,NS,60,NS,5.5,,,,,,
,E2,11/10/2012,8.46,8.12,60,NS,20,NS,3.0,,,,,,
,E4,11/10/2012,8.67,9.41,38,NS,14,NS,4.0,,,,,,
,E6,11/10/2012,8.52,8.93,233,NS,32,NS,4.0,,,,,,
,E7,11/10/2012,9.12,9.59,15,NS,2,NS,4.0,,,,,,
,E8,11/10/2012,8.90,9.34,19,NS,16,NS,3.5,,,,,,
,FB1,11/10/2012,8.39,8.42,730,NS,102,NS,4.0,,,,,,
,FLC1,11/10/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,FLC2,11/10/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,G2,11/10/2012,8.38,8.28,410,NS,40,NS,6.0,,,,,,
,LN1,11/10/2012,9.99,NS,106,NS,40,NS,2.0,,,,,,
,N1,11/10/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,N3B,11/10/2012,10.35,8.70,172,NS,34,NS,2.0,,,,,,
,N4,11/10/2012,10.09,9.77,300,NS,34,NS,2.0,,,,,,
,N5,11/10/2012,9.22,9.15,124,NS,14,NS,2.5,,,,,,
,J1,11/09/2012,9.75,NS,40,NS,8,NS,NS,,,,,,
,J2,11/09/2012,9.06,NS,28,NS,8,NS,NS,,,,,,
,J5,11/09/2012,9.46,NS,98,NS,4,NS,NS,,,,,,
,K1,11/09/2012,8.42,NS,176,NS,86,NS,NS,,,,,,
,K6,11/09/2012,9.52,NS,8,NS,4,NS,NS,,,,,,
,N6,11/09/2012,8.71,NS,180,NS,52,NS,NS,,,,,,
,N8,11/09/2012,9.11,NS,200,NS,30,NS,NS,,,,,,
,N9,11/09/2012,8.30,NS,50,NS,12,NS,NS,,,,,,
,N9A,11/09/2012,9.11,NS,25,NS,2,NS,NS,,,,,,
,E4,11/06/2012,8.46,NS,92,NS,2,NS,NS,,,,,,
,E8,11/06/2012,8.20,NS,38,NS,4,NS,NS,,,,,,
,J1,11/06/2012,9.60,NS,6,NS,4,NS,NS,,,,,,
,J5,11/06/2012,9.53,NS,36,NS,10,NS,NS,,,,,,
,K6,11/06/2012,9.24,NS,104,NS,2,NS,NS,,,,,,
,N8,11/06/2012,8.51,NS,120,NS,2,NS,NS,,,,,,
,F5,10/18/2012,7.09,NS,27,NS,2,NS,NS,,,,,,
,GB1,10/18/2012,6.55,NS,32,NS,1,NS,NS,,,,,,
,J14,10/18/2012,7.19,NS,20,NS,2,NS,NS,,,,,,
,J16,10/18/2012,7.15,NS,15,NS,2,NS,NS,,,,,,
,F5,10/11/2012,7.29,NS,264,NS,4,NS,NS,,,,,,
,GB1,10/11/2012,6.93,NS,6,NS,2,NS,NS,,,,,,
,J14,10/11/2012,7.83,NS,8,NS,10,NS,NS,,,,,,
,J16,10/11/2012,7.80,NS,184,NS,4,NS,NS,,,,,,
,CIC2,10/10/2012,1.88,NS,153000,NS,4700,NS,NS,,,,,,
,GC3,10/10/2012,0.04,0.11,6500,1700,10,10,NS,,,,,,
,GC4,10/10/2012,0.03,0.68,3200,810,10,130,NS,,,,,,
,GC5,10/10/2012,0.15,1.20,5500,850,60,20,NS,,,,,,
,GC6,10/10/2012,0.34,2.72,20000,690,590,50,NS,,,,,,
,AC1,10/09/2012,3.53,NS,1700,NS,820,NS,NS,,,,,,
,BR1,10/09/2012,8.40,NS,970,NS,370,NS,NS,,,,,,
,BR3,10/09/2012,3.33,NS,260,NS,230,NS,NS,,,,,,
,HC1,10/09/2012,5.65,NS,36,NS,10,NS,NS,,,,,,
,HC2,10/09/2012,6.04,NS,9,NS,10,NS,NS,,,,,,
,SP1,10/09/2012,4.96,NS,340,NS,80,NS,NS,,,,,,
,BB2,10/03/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,BB4,10/03/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,CIC3,10/03/2012,5.93,5.72,6800,NS,700,NS,5.0,,,,,,
,GB1,10/03/2012,5.31,5.92,124,NS,30,NS,5.0,,,,,,
,J1,10/03/2012,5.04,5.83,5,NS,2,NS,4.5,,,,,,
,J10,10/03/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,J11,10/03/2012,5.04,5.63,650,NS,76,NS,4.5,,,,,,
,J12,10/03/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,J2,10/03/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,J3,10/03/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,J5,10/03/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,J7,10/03/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
,J8,10/03/2012,NS,NS,NS,NS,NS,NS,NS,,,,,,
